English,IMG,Transcription,Audio,Vietnamese,Sentence,Vietnamese_Explain,English_Explain,Collocations,Synonyms_Antonyms,Phrasal_Idioms,Word_Analysis,Nuance_Register
introversion,,/ˌɪntrəˈvɜːʃn/,[sound:introversion.mp3],"hướng nội, xu hướng hướng nội",Some people mistake his {{c1::introversion}} for arrogance.,"Xu hướng tính cách thích hướng sự tập trung, năng lượng vào những suy nghĩ và cảm xúc nội tâm thay vì hoạt động xã hội náo nhiệt.","The quality of being shy, quiet, and preferring to spend time alone rather than with other people.","level of introversion, natural introversion, tend towards introversion","Syn: quietness, reserve | Ant: extroversion",N/A,"Prefix: intro- (inward), Root: vertere (to turn), Suffix: -ion (noun suffix).",Academic/Neutral: Thường được nghiên cứu trong tâm lý học tính cách và phát triển bản thân.
introvert,"<img src=""introvert.jpg"">",/ˈɪntrəvɜːt/,[sound:introvert.mp3],người hướng nội,"Being an {{c1::introvert}}, she prefers a quiet evening at home over going to a club.","Người có xu hướng khép kín, thích sự yên tĩnh, tận hưởng việc ở một mình để nạp lại năng lượng.","A shy, reticent person who prefers to spend time alone.","typical introvert, quiet introvert, introvert tendencies","Syn: loner, quiet person | Ant: extrovert",keep to oneself (sống khép kín),"Prefix: intro- (inward), Root: vertere (to turn).",Neutral: Phổ biến rộng rãi trong đời sống xã hội và giao tiếp hiện đại.
meaningful,"<img src=""meaningful.jpg"">",/ˈmiːnɪŋfl/,[sound:meaningful.mp3],"đầy ý nghĩa, có ý nghĩa",We need to have a {{c1::meaningful}} conversation about our future.,"Có giá trị, mục đích, hoặc ý nghĩa quan trọng, không hời hợt nông cạn.","Having a serious, important, or useful quality or purpose.","meaningful relationship, meaningful dialogue, highly meaningful","Syn: significant, important, substantial | Ant: meaningless, trivial",N/A,"Root verb: mean, Suffix 1: -ing (forms noun), Suffix 2: -ful (characterized by).","Neutral: Dùng trong các cuộc thảo luận sâu sắc, mối quan hệ cá nhân, triết lý sống."
mind,"<img src=""mind.jpg"">",/maɪnd/,[sound:mind.mp3],"tâm trí, trí óc, phiền lòng / chú ý",A healthy body helps maintain a healthy {{c1::mind}}.,"Phần nhận thức của con người cho phép suy nghĩ, cảm nhận, mong muốn và ghi nhớ; hoặc (động từ) bận tâm, phiền lòng.","The element of a person that enables them to be aware of the world and their experiences, to think, and to feel.","keep in mind, open mind, change one's mind","Syn: brain, intellect, consciousness | Ant: body (in dualism)","never mind (đừng bận tâm), blow someone's mind (khiến ai đó sửng sốt), slip one's mind (bị quên mất)","From Old English 'gemynd' (memory, thinking, intellect).",Neutral: Từ vựng cốt lõi cực kỳ đa dụng trong cả đời sống lẫn học thuật.
negative,"<img src=""negative.jpg"">",/ˈneɡ.ə.tɪv/,[sound:negative.mp3],"tiêu cực, phủ định",Having a {{c1::negative}} attitude will only make the situation worse.,"Chỉ thái độ, suy nghĩ hoặc kết quả không có tính xây dựng, bi quan, hoặc mang tính bác bỏ, phản đối.",Expressing or meaning 'no'; focusing on the bad side of things rather than the good.,"negative attitude, negative impact, negative feedback","Syn: pessimistic, adverse; Ant: positive, optimistic",double negative,Từ gốc Latinh 'negare' (phủ nhận) + hậu tố '-ive' (chỉ tính chất).,Neutral. Thường dùng trong cả văn phong trang trọng lẫn giao tiếp hàng ngày.
optimism,"<img src=""optimism.jpg"">",/ˈɒp.tɪ.mɪ.zəm/,[sound:optimism.mp3],sự lạc quan,"Despite the challenges, she maintained her {{c1::optimism}} about the future.",Sự tin tưởng rằng những điều tốt đẹp sẽ xảy ra hoặc sự thành công sẽ đến trong tương lai.,Hopefulness and confidence about the future or the successful outcome of something.,"cautious optimism, sense of optimism, blind optimism","Syn: hopefulness, positivity; Ant: pessimism",look on the bright side,"Gốc Latin 'optimus' (tốt nhất) + hậu tố '-ism' (học thuyết, trạng thái).",Neutral. Dùng phổ biến trong đời sống và các bài viết nghị luận.
optimistic,"<img src=""optimistic.jpg"">",/ˌɒp.tɪˈmɪs.tɪk/,[sound:optimistic.mp3],lạc quan,We are {{c1::optimistic}} that the negotiations will lead to a peace agreement.,Tính từ miêu tả một người hoặc một thái độ luôn tin tưởng vào những kết quả tốt đẹp.,Feeling or showing hope for the future.,"optimistic outlook, optimistic about, cautiously optimistic","Syn: hopeful, positive; Ant: pessimistic, gloomy",glass half full,Từ 'optimism' + hậu tố tính từ '-ic'.,Neutral. Dùng trong cả văn nói và viết.
patient,"<img src=""patient.jpg"">",/ˈpeɪ.ʃənt/,[sound:patient.mp3],kiên nhẫn,You need to be {{c1::patient}} when teaching children.,"Có khả năng chịu đựng khó khăn, sự chậm trễ hoặc phiền toái mà không tức giận.","Able to accept or tolerate delays, problems, or suffering without becoming annoyed or anxious.","remain patient, patient with, cancer patient","Syn: tolerant, calm; Ant: impatient",patience of Job,Gốc Latinh 'pati' (chịu đựng) + hậu tố '-ent'.,Neutral. Phổ biến trong cuộc sống hàng ngày và y tế.
peacefully,"<img src=""peacefully.jpg"">",/ˈpiːs.fəl.i/,[sound:peacefully.mp3],"một cách hòa bình, yên bình",The crowd dispersed {{c1::peacefully}} after the demonstration.,"Trạng từ chỉ cách thức diễn ra trong không khí yên lặng, không có bạo lực hay tranh chấp.",In a quiet and tranquil manner; without violence or disruption.,"coexist peacefully, resolve peacefully, live peacefully","Syn: quietly, calmly, harmoniously; Ant: violently, disruptively",rest in peace,Danh từ 'peace' + hậu tố '-ful' (đầy) + hậu tố trạng từ '-ly'.,Neutral. Thích hợp cho cả giao tiếp thông thường và chính trị ngoại giao.
personal,"<img src=""personal.jpg"">",/ˈpɜː.sən.əl/,[sound:personal.mp3],"cá nhân, tư nhân","That is my {{c1::personal}} opinion, not the official view of the company.",Liên quan đến một cá nhân cụ thể chứ không phải bất kỳ ai khác hoặc tổ chức nào.,Belonging to or affecting a particular person rather than anyone else.,"personal computer, personal choice, personal hygiene","Syn: private, individual; Ant: public, collective",make it personal,Danh từ 'person' + hậu tố tính từ '-al' (thuộc về).,Neutral. Sử dụng vô cùng rộng rãi.
personality,"<img src=""personality.jpg"">",/ˌpɜː.sənˈæl.ə.ti/,[sound:personality.mp3],"nhân cách, tính cách",He has a very outgoing {{c1::personality}} and makes friends easily.,Sự kết hợp các đặc điểm hoặc phẩm chất tạo nên tính cách riêng biệt của một cá nhân.,The combination of characteristics or qualities that form an individual's distinctive character.,"strong personality, personality trait, clash of personalities","Syn: character, nature, disposition",personality cult,"Tính từ 'personal' + hậu tố danh từ '-ity' (chỉ trạng thái, đặc tính).",Neutral. Phổ biến trong đời sống và ngành tâm lý học.
possibility,"<img src=""possibility.jpg"">",/ˌpɒs.əˈbɪl.ə.ti/,[sound:possibility.mp3],"khả năng, triển vọng",There is a strong {{c1::possibility}} of rain this afternoon.,Một cơ hội hoặc cơ sở để điều gì đó có thể xảy ra hoặc được thực hiện.,A thing that may happen or be the case.,"distinct possibility, distinct possibility, rule out the possibility","Syn: likelihood, chance, probability; Ant: impossibility",realm of possibility,Từ tính từ 'possible' + hậu tố danh từ '-ity'.,Neutral. Dùng trong mọi hoàn cảnh khi nói về cơ hội xảy ra của sự việc.
problem-solving,"<img src=""problem-solving.jpg"">",/ˈprɒb.ləmˌsɒl.vɪŋ/,[sound:problem-solving.mp3],giải quyết vấn đề,Strong {{c1::problem-solving}} skills are highly valued by employers.,Quá trình tìm kiếm giải pháp cho những vấn đề khó khăn hoặc phức tạp.,The process of finding solutions to difficult or complex issues.,"problem-solving skills, problem-solving abilities, analytical problem-solving","Syn: troubleshooting, resolution",,Từ ghép từ danh từ 'problem' và động từ thêm '-ing' 'solving'.,"Neutral/Formal. Thường xuất hiện trong CV, môi trường làm việc và học tập."
reaction,"<img src=""reaction.jpg"">",/riˈæk.ʃən/,[sound:reaction.mp3],phản ứng,What was his {{c1::reaction}} when you told him the news?,"Hành động, cảm xúc hoặc câu trả lời trực tiếp đáp lại một sự kiện hoặc kích thích.",An action performed or a feeling experienced in response to a situation or event.,"chain reaction, allergic reaction, immediate reaction","Syn: response, feedback, backlash",knee-jerk reaction,Tiền tố 're-' (ngược lại/lặp lại) + động từ 'act' + hậu tố danh từ '-ion'.,Neutral. Dùng cả trong đời sống lẫn nghiên cứu khoa học.
relationship,"<img src=""relationship.jpg"">",/rɪˈleɪ.ʃən.ʃɪp/,[sound:relationship.mp3],mối quan hệ,They have built a close working {{c1::relationship}} over the years.,Cách mà hai hoặc nhiều người hoặc nhóm người cảm nhận và cư xử đối với nhau.,"The way in which two or more concepts, objects, or people are connected, or the state of being connected.","close relationship, healthy relationship, interpersonal relationship","Syn: connection, bond, association",love-hate relationship,Động từ 'relate' + hậu tố danh từ '-tion' + hậu tố chỉ mối quan hệ '-ship'.,Neutral. Thích hợp cho cả đời sống thường ngày và học thuật.
respond,"<img src=""respond.jpg"">",/rɪˈspɒnd/,[sound:respond.mp3],"phản hồi, trả lời",The government has failed to {{c1::respond}} to the public's concerns.,Trả lời hoặc phản ứng lại điều gì đó bằng lời nói hoặc hành động cụ thể.,Say something in reply to something in response; react quickly or positively to a stimulus or treatment.,"respond to, fail to respond, respond quickly","Syn: reply, answer, react",,"Gốc Latinh 'respondere' (hứa hẹn lại, trả lời).",Neutral/Formal. Thường lịch sự hơn từ 'answer' hoặc 'reply'.
self-discipline,"<img src=""self-discipline.jpg"">",/ˌselfˈdɪs.ə.plɪn/,[sound:self-discipline.mp3],"sự tự kỷ luật, tính tự giác",Learning a musical instrument requires a great deal of {{c1::self-discipline}}.,"Khả năng kiểm soát cảm xúc, vượt qua điểm yếu để hành động đúng đắn và đạt mục tiêu.",The ability to control one's feelings and overcome one's weaknesses; the ability to pursue what one thinks is right despite temptations.,"strict self-discipline, lack of self-discipline, personal self-discipline","Syn: self-control, willpower; Ant: self-indulgence",,Từ ghép gồm 'self' (bản thân) và 'discipline' (kỷ luật).,Neutral/Formal. Thường dùng trong thảo luận về phát triển bản thân và giáo dục.
sensitive,"<img src=""sensitive.jpg"">",/ˈsen.sɪ.tɪv/,[sound:sensitive.mp3],nhạy cảm,He is very {{c1::sensitive}} to criticism and easily gets upset.,"Dễ bị ảnh hưởng, tổn thương, hoặc dễ nhận biết những thay đổi nhỏ của môi trường hoặc cảm xúc của người khác.","Quick to detect or respond to slight changes, signals, or influences; easily damaged, injured, or offended.","highly sensitive, sensitive skin, sensitive information","Syn: delicate, touchy, responsive; Ant: insensitive, numb",sensitive spot,"Gốc Latinh 'sensus' (giác quan, cảm giác) + hậu tố '-itive' (chỉ đặc tính).","Neutral. Dùng rộng rãi khi nói về cảm xúc, làn da hoặc thông tin mật."
strength,"<img src=""strength.jpg"">",/streŋθ/,[sound:strength.mp3],"sức mạnh, điểm mạnh",She showed great inner {{c1::strength}} during the crisis.,Chất lượng hoặc trạng thái mạnh mẽ về thể chất hoặc tinh thần; điểm nổi trội.,The quality or state of being physically strong; mental power; a good or beneficial quality.,"physical strength, inner strength, strengths and weaknesses","Syn: power, force, asset; Ant: weakness",tower of strength,Tính từ gốc 'strong' + hậu tố danh từ hóa '-th' chỉ trạng thái/tính chất.,Neutral. Dùng rộng rãi.
stress,"<img src=""stress.jpg"">",/stres/,[sound:stress.mp3],"sự căng thẳng, áp lực",Exercise is a great way to relieve {{c1::stress}}.,Sự căng thẳng về tinh thần hoặc cảm xúc do hoàn cảnh khó khăn gây ra.,A state of mental or emotional strain or tension resulting from adverse or demanding circumstances.,"under stress, cope with stress, relieve stress","Syn: tension, pressure, strain; Ant: relaxation",stressed out,"Rút gọn từ tiếng Pháp cổ 'estresse' (sự chật hẹp, áp bức), nguồn gốc từ tiếng Latin 'strictus' (chặt chẽ).",Neutral. Cực kỳ phổ biến trong đời sống hiện đại.
supportive,"<img src=""supportive.jpg"">",/səˈpɔː.tɪv/,[sound:supportive.mp3],"mang tính ủng hộ, hỗ trợ",My family was very {{c1::supportive}} when I decided to start my own business.,"Cung cấp sự khích lệ, giúp đỡ hoặc cảm thông cho ai đó.",Providing encouragement or emotional help.,"supportive environment, highly supportive, supportive family","Syn: encouraging, helpful, caring; Ant: unsupportive, hostile",,Động từ 'support' (ủng hộ) + hậu tố tính từ '-ive'.,Neutral. Thường dùng mô tả các mối quan hệ tích cực.
temporary,"<img src=""temporary.jpg"">",/ˈtem.pər.ər.i/,[sound:temporary.mp3],tạm thời,This is just a {{c1::temporary}} solution to a long-term problem.,Kéo dài hoặc chỉ được sử dụng trong một thời gian ngắn; không lâu dài.,Lasting for only a limited period of time; not permanent.,"temporary job, temporary shelter, temporary measure","Syn: transient, brief, short-term; Ant: permanent, long-term",,Gốc Latinh 'tempus' (thời gian) + hậu tố '-ary' (liên quan đến).,"Neutral. Dùng phổ biến trong cả ngữ cảnh hành chính, việc làm và đời sống."
tendency,"<img src=""tendency.jpg"">",/ˈten.dən.si/,[sound:tendency.mp3],"xu hướng, khuynh hướng",He has a {{c1::tendency}} to overreact to small problems.,"Một khuynh hướng tự nhiên để hành động, suy nghĩ hoặc cư xử theo một cách nhất định.",An inclination toward a particular characteristic or type of behavior.,"growing tendency, natural tendency, display a tendency","Syn: inclination, trend, propensity; Ant: aversion",,"Từ động từ Latinh 'tendere' (hướng tới, kéo căng) + hậu tố danh từ '-ency'.",Neutral/Formal. Thường thấy trong các văn bản phân tích hoặc báo cáo khoa học xã hội.
thrive,"<img src=""thrive.jpg"">",/θraɪv/,[sound:thrive.mp3],"phát triển mạnh mẽ, thịnh vượng",Some plants {{c1::thrive}} in sandy soil.,"Phát triển rất tốt, khỏe mạnh hoặc trở nên thành công và thịnh vượng.",Grow or develop well or vigorously; prosper; flourish.,"thrive on pressure, thrive and prosper, continue to thrive","Syn: flourish, prosper, boom; Ant: fail, wither, decline",,Gốc từ tiếng Na Uy cổ 'thrifask' (đạt được thành công).,Neutral/Formal. Mang ý nghĩa rất tích cực về mặt phát triển sinh học hoặc kinh doanh.
trait,"<img src=""trait.jpg"">",/treɪt/,[sound:trait.mp3],"đặc điểm, nét tính cách",Patience is a very desirable personality {{c1::trait}}.,Một đặc điểm phân biệt hoặc phẩm chất của một người nào đó.,"A distinguishing quality or characteristic, typically one belonging to a person.","character trait, personality trait, genetic trait","Syn: characteristic, feature, attribute",,"Từ tiếng Pháp cổ 'trait' (nét vẽ, đặc điểm), từ tiếng Latinh 'trahere' (kéo).",Neutral. Phổ biến trong mô tả nhân cách hoặc nghiên cứu sinh học/di truyền.
value,"<img src=""value.jpg"">",/ˈvæl.juː/,[sound:value.mp3],giá trị; coi trọng,We deeply {{c1::value}} your contribution to the project.,"Độ quan trọng, sự hữu dụng của cái gì đó; hoặc việc đánh giá cao một ai/điều gì đó.","The regard that something is held to deserve; the importance, worth, or usefulness of something; estimate the monetary worth of.","moral values, value for money, artistic value","Syn: worth, merit, cherish, appreciate; Ant: devalue, disregard",at face value,"Gốc từ tiếng Pháp cổ 'valoir' (có giá trị), từ tiếng Latinh 'valere' (mạnh mẽ, có giá trị).","Neutral. Từ đa năng sử dụng trong kinh tế, đạo đức học và đời sống."
allow somebody to do something,"<img src=""allow.jpg"">",/əˈlaʊ ˈsʌm.bə.di tuː duː ˈsʌm.θɪŋ/,[sound:allow.mp3],cho phép ai làm gì,The school does not {{c1::allow students to use}} mobile phones during class.,"Cấu trúc dùng để diễn tả việc cấp quyền, sự cho phép hoặc tạo cơ hội cho ai đó thực hiện một hành động.",To give permission to someone to perform a specific action.,"allow someone to work, allow someone to enter, allow someone to choose","Syn: permit someone to do, let someone do; Ant: forbid someone from doing",,Cấu trúc gồm động từ 'allow' + tân ngữ (somebody) + động từ nguyên thể có 'to' (to do).,Neutral. Dùng phổ biến từ hội thoại hàng ngày đến quy định hành chính.
depend on,,/dɪˈpend ɒn/,[sound:dependon.mp3],"phụ thuộc vào, dựa vào",Children {{c1::depend on}} their parents for food and shelter.,"Cần ai đó hoặc cái gì đó để sinh tồn, thành công hoặc để đưa ra quyết định.","To rely on someone or something for support, maintenance, or decision.","heavily depend on, depend on circumstances, depend on weather","Syn: rely on, count on, hinge on",That depends,Động từ 'depend' (gốc Latinh 'dependere' - treo lơ lửng từ) kết hợp với giới từ 'on'.,Neutral. Thích hợp sử dụng trong mọi văn phong nói và viết.
trust in something,"<img src=""trust.jpg"">",/trʌst ɪn ˈsʌm.θɪŋ/,[sound:trust.mp3],tin tưởng vào điều gì,It is hard to {{c1::trust in things}} that you cannot see with your own eyes.,"Có niềm tin vững chắc vào sự thật, sự tồn tại, năng lực hoặc sự an toàn của một điều gì đó.","To have belief, faith, or confidence in the truth, value, or reliability of something.","absolute trust in, place one's trust in, restore trust in","Syn: believe in, have faith in; Ant: doubt, distrust",In God We Trust,Động từ/danh từ 'trust' kết hợp giới từ 'in' + danh từ chỉ vật.,"Neutral. Thường mang sắc thái sâu sắc, thể hiện niềm tin tinh thần mạnh mẽ."
tendency to do something,"<img src=""tendency.jpg"">",/ˈten.dən.si tuː duː ˈsʌm.θɪŋ/,[sound:tendency.mp3],xu hướng làm gì,Some people have a {{c1::tendency to oversleep}} on weekends.,Một thiên hướng hoặc thói quen tự nhiên dẫn đến việc thực hiện hành động cụ thể.,An inclination or likelihood to behave or act in a particular way.,"natural tendency to, display a tendency to, show a tendency to","Syn: inclination to, propensity to",,Cấu trúc gồm danh từ 'tendency' + to-infinitive.,"Neutral/Formal. Phổ biến trong báo cáo, nghiên cứu tâm lý học và phân tích hành vi."
respond to somebody,"<img src=""respond.jpg"">",/rɪˈspɒnd tuː ˈsʌm.bə.di/,[sound:respond.mp3],phản hồi/trả lời ai đó,The teacher turned around to {{c1::respond to a student}} who raised their hand.,"Trả lời hoặc phản ứng lại trước lời nói, câu hỏi hoặc hành động từ một người cụ thể.","To reply or react to someone's words, actions, or presence.","respond to customers, respond directly to, fail to respond to","Syn: answer someone, reply to someone",,Động từ 'respond' kết hợp giới từ 'to' + tân ngữ chỉ người.,"Neutral. Dùng nhiều trong giao tiếp công sở, dịch vụ khách hàng và sinh hoạt hàng ngày."
