English,IMG,Transcription,Audio,Vietnamese,Sentence,Vietnamese_Explain,English_Explain,Collocations,Synonyms_Antonyms,Phrasal_Idioms,Word_Analysis,Nuance_Register
decisive,"<img src=""decisive.jpg"">",/dɪˈsaɪ.sɪv/,[sound:decisive.mp3],"Quyết đoán, có tính quyết định","As a leader, she needed to take {{c1::decisive}} action to save the project.","Dùng để mô tả một người có khả năng ra quyết định nhanh chóng, kiên định; hoặc một hành động/sự việc có tính chất quyết định kết quả cuối cùng.",Able to make decisions quickly and confidently; or settling an issue conclusively.,"decisive factor, decisive victory, decisive action","Syn: resolute, definitive | Ant: indecisive, hesitant",bite the bullet,Root: decide (quyết định) + Suffix: -ive (tạo tính từ chỉ tính chất),"Formal/Neutral - Phổ biến trong quản lý, công việc và giao tiếp hàng ngày."
satisfied,"<img src=""satisfied.jpg"">",/ˈsæt.ɪs.faɪd/,[sound:satisfied.mp3],"Hài lòng, thỏa mãn",He felt completely {{c1::satisfied}} with his exam results.,"Diễn tả trạng thái cảm thấy vui vẻ, mãn nguyện vì điều gì đó đạt đúng kỳ vọng hoặc đáp ứng được nhu cầu.",Pleased because you have got what you wanted or needed.,"satisfied with, highly satisfied, satisfied customer","Syn: pleased, content | Ant: dissatisfied, unhappy",content as a clam,Root: satisfy (làm hài lòng) + Suffix: -ed (tạo tính từ dạng bị động),Neutral - Sử dụng rộng rãi trong mọi hoàn cảnh giao tiếp.
irresponsible,"<img src=""irresponsible.jpg"">",/ˌɪr.ɪˈspɒn.sə.bəl/,[sound:irresponsible.mp3],"Thiếu trách nhiệm, vô trách nhiệm",It was highly {{c1::irresponsible}} of him to leave the house unlocked.,"Chỉ thái độ hoặc hành vi không quan tâm đến hậu quả, thiếu ý thức bổn phận đối với người khác hoặc công việc.",Not showing good judgment or care for the consequences of your actions.,"irresponsible behavior, highly irresponsible, irresponsible attitude","Syn: reckless, careless | Ant: responsible, accountable",pass the buck,Prefix: ir- (không) + Root: responsible (có trách nhiệm),Neutral/Formal - Thường dùng khi đánh giá hoặc phê bình hành vi.
treat,"<img src=""treat.jpg"">",/triːt/,[sound:treat.mp3],"Đối xử, điều trị, chiêu đãi",She decided to {{c1::treat}} herself to a spa day after a busy week.,Đa nghĩa: cư xử với ai đó; chữa bệnh trong y tế; hoặc tự thưởng/đài thọ món gì đó cho ai.,To behave toward someone; to give medical care; or to pay for something as a special gift.,"treat someone well, treat illness, treat oneself to","Syn: handle, cure, regale | Ant: mistreat, neglect",trick or treat,"Gốc từ Latin 'tractare' (quản lý, cư xử).",Neutral - Rất thông dụng trong đời sống và giao tiếp thường nhật.
motivate,"<img src=""motivate.jpg"">",/ˈməʊ.tɪ.veɪt/,[sound:motivate.mp3],"Thúc đẩy, tạo động lực",Good teachers know how to {{c1::motivate}} their students to learn.,"Cung cấp lý do, nhiệt huyết hoặc truyền cảm hứng để ai đó hành động và nỗ lực đạt mục tiêu.",To provide someone with a reason or enthusiasm for doing something.,"motivate staff, highly motivated, motivate someone to do something","Syn: inspire, encourage, drive | Ant: discourage, demotivate",spur someone on,Root: motive (động cơ) + Suffix: -ate (tạo động từ),Neutral/Formal - Phổ biến trong môi trường làm việc và giáo dục.
assign,"<img src=""assign.jpg"">",/əˈsaɪn/,[sound:assign.mp3],"Phân công, giao nhiệm vụ",The manager will {{c1::assign}} specific tasks to each team member.,"Giao công việc, vị trí, trách nhiệm hoặc tài sản cụ thể cho một ai đó thực hiện.",To give a particular job or piece of work to someone.,"assign tasks, assign homework, assign a role","Syn: allocate, designate, appoint | Ant: discharge, revoke",assign blame to,"Prefix: ad- (hướng tới) + Root: sign (dấu hiệu, chỉ định)","Neutral/Formal - Hay dùng trong công việc, quản lý, trường học."
routine,"<img src=""routine.jpg"">",/ruːˈtiːn/,[sound:routine.mp3],"thói quen hàng ngày, trình tự thường lệ",Exercising every morning is an essential part of my daily {{c1::routine}}.,Trình tự công việc hoặc hành động được thực hiện lặp đi lặp lại một cách cố định.,A sequence of actions regularly followed; a fixed program.,"daily routine, workout routine, break the routine","Syn: schedule, habit, pattern | Ant: variation, disorder",stuck in a rut/routine,"Gốc tiếng Pháp 'routine' (con đường nhỏ thường đi, xuất phát từ 'route').","Neutral - Dùng phổ biến để tả nhịp sống, công việc."
beneficial,"<img src=""beneficial.jpg"">",/ˌben.ɪˈfɪʃ.əl/,[sound:beneficial.mp3],"Có lợi, có ích",Regular exercise is extremely {{c1::beneficial}} for physical health.,"Có tác động tốt, mang lại lợi ích hoặc giúp cải thiện tình trạng của một đối tượng.","Helpful, useful, or good for something or someone.","beneficial effect, mutually beneficial, highly beneficial","Syn: advantageous, helpful | Ant: harmful, detrimental",reap the benefits,Root: benefit (lợi ích) + Suffix: -ial (tạo tính từ),"Formal/Academic - Phổ biến trong học thuật, báo chí, tài liệu chuyên ngành."
recovery,"<img src=""recovery.jpg"">",/rɪˈkʌv.ər.i/,[sound:recovery.mp3],"Sự hồi phục, sự phục hồi",We wish him a speedy {{c1::recovery}} after his operation.,"Quá trình lấy lại sức khỏe, trạng thái tinh thần hoặc sự ổn định kinh tế sau một giai đoạn khó khăn/bệnh tật.","The process of becoming well again after an illness, or returning to normal condition.","make a full recovery, economic recovery, road to recovery","Syn: recuperation, healing, revival | Ant: decline, deterioration",bounce back,Root: recover (phục hồi) + Suffix: -y (tạo danh từ),"Neutral - Sử dụng rộng rãi trong y tế, kinh tế và sinh hoạt."
progress,"<img src=""progress.jpg"">",/ˈprəʊ.ɡres/,[sound:progress.mp3],"Sự tiến bộ, tiến trình",The team has made significant {{c1::progress}} over the last few months.,"Sự phát triển, tiến lên phía trước hoặc đạt được bước cải thiện tích cực theo thời gian.",Movement to an improved or more developed state.,"make progress, work in progress, progress report","Syn: advancement, improvement | Ant: decline, regression",slowly but surely,Prefix: pro- (tiến về phía trước) + Root: gress (bước đi),"Neutral - Rất thông dụng trong học tập, dự án, công việc."
specific,"<img src=""specific.jpg"">",/spəˈsɪf.ɪk/,[sound:specific.mp3],"Cụ thể, rõ ràng, đặc trưng",Could you give me a more {{c1::specific}} example to explain this idea?,"Rõ ràng, chỉ đích danh một đối tượng/chi tiết cụ thể, không nói chung chung.",Relating to one particular thing and not to others; clear and exact.,"specific reason, specific detail, specific target","Syn: precise, particular | Ant: general, vague",pin down,Root: species (chủng loại) + Suffix: -ic (tính từ),"Neutral/Academic - Dùng nhiều trong giao tiếp, học thuật và báo cáo."
sensitive,"<img src=""sensitive.jpg"">",/ˈsen.sɪ.tɪv/,[sound:sensitive.mp3],"Nhạy cảm, dễ bị tổn thương","He is very {{c1::sensitive}} to criticism, so handle it carefully.","Dễ bị tác động bởi cảm xúc, nhận biết nhanh những thay đổi nhỏ, hoặc dễ bị kích ứng (da, thiết bị).",Easily upset or affected by things; aware of and able to understand other people's feelings.,"sensitive skin, highly sensitive, sensitive issue","Syn: delicate, impressionable | Ant: insensitive, thick-skinned",touchy subject,Root: sense (cảm giác) + Suffix: -itive (tính từ),"Neutral - Miêu tả tính cách người, làn da, hoặc các vấn đề tế nhị."
voluntary,"<img src=""voluntary.jpg"">",/ˈvɒl.ən.tr i/,[sound:voluntary.mp3],"Tự nguyện, tình nguyện",Attending the evening lecture is completely {{c1::voluntary}}.,"Làm điều gì đó do chính mình lựa chọn, không bị ép buộc hay bắt buộc theo luật/quy định.","Done, made, or given willingly, without being forced or paid.","voluntary work, voluntary organization, voluntary contribution","Syn: optional, willing | Ant: compulsory, mandatory",of one's own free will,Root Latin: voluntas (ý chí) + Suffix: -ary (tính từ),"Neutral/Formal - Thường dùng trong xã hội, pháp lý và hoạt động cộng đồng."
vulnerable,"<img src=""vulnerable.jpg"">",/ˈvʌl.nər.ə.bəl/,[sound:vulnerable.mp3],"Dễ bị tổn thương, yếu thế",Elderly people are particularly {{c1::vulnerable}} to cold weather.,"Ở vị thế dễ bị tấn công, tổn thương về thể chất, tâm lý hoặc hoàn cảnh xã hội.","Able to be easily hurt, influenced, or attacked physically or emotionally.","vulnerable position, vulnerable group, highly vulnerable","Syn: exposed, susceptible | Ant: protected, secure",Achilles' heel,Root Latin: vulnerare (làm tổn thương) + Suffix: -able (có thể),"Formal/Academic - Dùng nhiều trong báo chí, y tế và xã hội học."
generous,"<img src=""generous.jpg"">",/ˈdʒen.ər.əs/,[sound:generous.mp3],"Hào phóng, rộng lượng",It was very {{c1::generous}} of him to donate so much money.,"Sẵn lòng cho đi tiền bạc, thời gian hay giúp đỡ người khác nhiều hơn mức mong đợi.","Willing to give money, help, kindness, etc., more than is usual or expected.","generous donation, generous offer, generous portion","Syn: open-handed, charitable | Ant: stingy, mean",give the shirt off one's back,Root Latin: genus (dòng dõi noble) -> Suffix: -ous (tính từ),"Neutral - Dùng khen ngợi tính cách, sự ủng hộ trong đời sống."
well-informed,"<img src=""well-informed.jpg"">",/ˌwel.ɪnˈfɔːmd/,[sound:well-informed.mp3],"có tri thức, hiểu biết rõ",Reading news regularly helps you stay {{c1::well-informed}} about world events.,"Nắm vững nhiều thông tin, kiến thức thực tế về một chủ đề cụ thể hoặc các vấn đề xã hội.",Having or showing much knowledge about a subject or situation.,"well-informed decision, keep well-informed, well-informed public","Syn: knowledgeable, educated, enlightened | Ant: uninformed, ignorant","in the loop, in the know","well (tốt, sâu sắc) + informed (được cung cấp thông tin).",Neutral/Formal - Mang tính khen ngợi sự hiểu biết.
enthusiastic,"<img src=""enthusiastic.jpg"">",/ɪnˌθjuː.ziˈæs.tɪk/,[sound:enthusiastic.mp3],"Hăng hái, nhiệt tình",The audience gave an {{c1::enthusiastic}} applause after the concert.,"Thể hiện niềm hứng thú, đam mê và năng lượng dồi dào đối với một hoạt động.",Showing energetic interest in a particular subject or activity.,"enthusiastic about, enthusiastic response, enthusiastic supporter","Syn: eager, passionate | Ant: apathetic, indifferent",eager beaver,Root: enthusiasm (sự nhiệt tình) + Suffix: -ic (tính từ),"Neutral - Sử dụng linh hoạt trong học tập, công việc và đời sống."
prioritise,"<img src=""prioritise.jpg"">",/praɪˈɒr.ə.taɪz/,[sound:prioritise.mp3],ưu tiên,"When you have too much work, you must learn to {{c1::prioritise}} your tasks.",Đặt một việc gì đó lên vị trí hàng đầu về độ quan trọng hoặc khẩn cấp.,To designate or treat something as more important than other things.,"prioritise tasks, prioritise safety, learn to prioritise","Syn: give priority to, rank, highlight | Ant: neglect, downgrade",first things first,priority (danh từ: sự ưu tiên) + -ise/-ize (hậu tố động từ hóa).,Neutral/Business - Rất phổ biến trong công việc và quản lý thời gian.
prioritize,"<img src=""prioritize.jpg"">",/praɪˈɒrətaɪz/,[sound:prioritize.mp3],ưu tiên,You should {{c1::prioritize}} the most urgent tasks first.,Đặt ai đó hoặc việc gì đó lên hàng đầu về độ quan trọng hoặc thời gian thực hiện.,Designate or treat something as more important than other things.,"prioritize tasks, prioritize health, learn to prioritize","Syn: privilege, put first, give priority to | Ant: neglect, ignore",N/A,priority (sự ưu tiên) + -ize (động từ hóa),"Formal/Business - Thường dùng trong lập kế hoạch, công việc."
assess,"<img src=""assess.jpg"">",/əˈses/,[sound:assess.mp3],"Đánh giá, định giá",Examiners will {{c1::assess}} student speaking skills based on a strict rubric.,"Xem xét, phân tích kỹ càng để đưa ra nhận định về chất lượng, mức độ hoặc giá trị của ai/cái gì.","To judge or decide the amount, value, quality, or importance of something.","assess risk, assess damage, assess student performance","Syn: evaluate, judge, appraise | Ant: ignore, disregard",take stock of,Root Latin: assidere (ngồi cạnh thẩm phán để đánh giá),"Formal/Academic - Phổ biến trong giáo dục, tài chính và quản lý."
nominate,"<img src=""nominate.jpg"">",/ˈnɒm.ɪ.neɪt/,[sound:nominate.mp3],"Đề cử, bổ nhiệm",The committee decided to {{c1::nominate}} her for the Best Employee award.,"Chính thức đề xuất ai đó vào một vị trí, giải thưởng hoặc chức vụ.","To officially suggest someone for a job, position, or prize.","nominate somebody for, nominated candidate, officially nominate","Syn: propose, designate, recommend | Ant: reject, withdraw",put forward,Root Latin: nomen (tên) + Suffix: -ate (tạo động từ),"Formal - Dùng trong bình chọn, chính trị, tổ chức sự kiện."
propose,"<img src=""propose.jpg"">",/prəˈpəʊz/,[sound:propose.mp3],"Đề xuất, cầu hôn",She plans to {{c1::propose}} a new marketing strategy during the meeting.,Đưa ra ý tưởng/kế hoạch để thảo luận; hoặc ngỏ lời kết hôn với ai đó.,To offer or suggest a plan or action for consideration; to ask someone to marry you.,"propose a plan, propose a solution, propose marriage","Syn: suggest, recommend | Ant: withdraw, reject",pop the question,"Prefix: pro- (trước) + Root: pose (đặt, để)",Formal/Neutral - Dùng trong công việc và tình cảm riêng tư.
impact,"<img src=""impact.jpg"">",/ˈɪm.pækt/,[sound:impact.mp3],"Tác động, ảnh hưởng mạnh mẽ",Social media has a huge {{c1::impact}} on how young people communicate.,Sức ảnh hưởng hoặc tác động rõ rệt của một yếu tố/sự việc lên đối tượng khác.,A powerful effect that something has on a situation or person.,"profound impact, negative impact, major impact","Syn: effect, influence, impression | Ant: insignificance",make a splash,"Prefix: im- (vào) + Root: pact (chạm vào, va đập)","Neutral/Academic - Phổ biến trong báo chí, luận văn, thuyết trình."
approach,"<img src=""approach.jpg"">",/əˈprəʊtʃ/,[sound:approach.mp3],"Tiếp cận, phương pháp tiếp cận",We need a pragmatic {{c1::approach}} to resolve these customer complaints.,Tiến đến gần về khoảng cách/thời gian; hoặc phương pháp/cách thức giải quyết một vấn đề.,To come near to something; or a way of considering or doing something.,"flexible approach, approach to, new approach","Syn: method, strategy, advance | Ant: retreat, withdrawal",draw near,Prefix: ad- (hướng tới) + Root Latin: prope (gần),"Neutral/Academic - Rất hay gặp trong giải quyết vấn đề, công việc."
wisely,"<img src=""wisely.jpg"">",/ˈwaɪz.li/,[sound:wisely.mp3],một cách khôn ngoan,You should spend your savings {{c1::wisely}} on things that bring long-term value.,"Thực hiện hành động dựa trên sự suy xét kỹ lưỡng, kinh nghiệm và trí tuệ.",In a way that shows good judgment or sensible thinking.,"spend wisely, choose wisely, act wisely","Syn: sensibly, prudently, smartly | Ant: foolishly, unwisely",a word to the wise,wise (tính từ: khôn ngoan) + -ly (hậu tố trạng từ).,Neutral - Dùng khi đánh giá quyết định hoặc đưa ra lời khuyên.
sufficiently,"<img src=""sufficiently.jpg"">",/səˈfɪʃ.ənt.li/,[sound:sufficiently.mp3],"Đầy đủ, một cách thỏa đáng",Make sure you are {{c1::sufficiently}} prepared before taking the test.,"Một cách đầy đủ, đạt đúng mức yêu cầu hoặc tiêu chuẩn cần thiết.",In a way that is enough for a particular purpose.,"sufficiently high, sufficiently detailed, sufficiently clear","Syn: adequately, enough | Ant: insufficiently, inadequately",fill the bill,Root: sufficient (đầy đủ) + Suffix: -ly (trạng từ),Formal/Academic - Sử dụng phổ biến trong văn viết và báo cáo.
get into the habit of doing something,"<img src=""get.jpg"">",/ɡet ˈɪn.tuː ðə ˈhæb.ɪt əv ˈduː.ɪŋ ˈsʌm.θɪŋ/,[sound:get.mp3],Hình thành thói quen làm gì,You should {{c1::get into the habit of doing}} morning exercises every day.,Bắt đầu rèn luyện và duy trì một hành động thường xuyên cho đến khi nó trở thành thói quen tự nhiên.,To start doing something regularly so that it becomes a routine.,"get into the habit of, fall into the habit of, form a habit","Syn: adopt a routine, accustom oneself to | Ant: break a habit",make it a rule,Cụm phối hợp: get into (bắt đầu tham gia) + habit (thói quen),"Informal/Neutral - Thường dùng trong khuyên bảo, giao tiếp đời sống."
make use of something,"<img src=""make.jpg"">",/meɪk juːz əv ˈsʌm.θɪŋ/,[sound:make.mp3],"Tận dụng, sử dụng cái gì",We ought to {{c1::make use of}} available technology to work more efficiently.,"Sử dụng hiệu quả một nguồn lực, công cụ hay cơ hội sẵn có để đạt mục đích.",To use something in a way that helps you achieve a purpose.,"make full use of, make good use of, make optimal use of","Syn: utilize, take advantage of, leverage | Ant: waste, ignore",cash in on,Cụm động từ cố định: Make + Use + Of,Neutral/Formal - Phổ biến trong giao tiếp và công việc.
tend to do something,"<img src=""tend.jpg"">",/tend tuː ˈduː ˈsʌm.θɪŋ/,[sound:tend.mp3],Có xu hướng làm gì,People {{c1::tend to do}} more online shopping during holiday seasons.,Thường có khả năng lớn xảy ra hoặc có thói quen làm một điều gì đó.,To be likely to behave in a particular way or have a particular characteristic.,"tend to agree, tend to focus, tend to rely","Syn: be inclined to, be prone to | Ant: avoid doing",have a leaning towards,Động từ tend (hướng về) + động từ nguyên mẫu có to,"Neutral/Academic - Thường dùng trong mô tả thói quen, số liệu, xu hướng."
rely on somebody/something,"<img src=""rely.jpg"">",/rɪˈlaɪ ɒn ˈsʌmbədi/ˈsʌmθɪŋ/,[sound:rely.mp3],"phụ thuộc vào, trông cậy vào ai/cái gì",You can always {{c1::rely on}} me whenever you need help.,"Dùng để chỉ hành động tin tưởng, đặt niềm tin hoặc dựa dẫm, phụ thuộc vào ai đó hoặc điều gì đó để hỗ trợ, giúp đỡ mình đạt được mục đích.",To depend on or trust someone or something to do something or to provide help.,"heavily rely on, rely on for support, rely entirely on","Syn: depend on, count on, trust | Ant: distrust, ignore, reject","bank on, lean on, fall back on","Rely (động từ: dựa vào, xuất phát từ tiếng Pháp cổ 'relier' - kết nối) + On (giới từ chỉ điểm tựa/đối tượng).","Neutral - Sử dụng tự nhiên và phổ biến trong cả giao tiếp hàng ngày, công việc lẫn văn bản học thuật."
under pressure,"<img src=""underpressure.jpg"">",/ˈʌndər ˈpreʃər/,[sound:underpressure.mp3],"chịu áp lực, bị sức ép",She works extremely well when she is {{c1::under pressure}}.,"Diễn tả trạng thái đang phải đối mặt với sự căng thẳng, kỳ vọng lớn, sức ép về thời gian hoặc trách nhiệm cao từ công việc/cuộc sống.",In a state of stress or strain caused by demanding circumstances or expectations.,"be under pressure, come under pressure, put someone under pressure","Syn: stressed, burdened, strained | Ant: relaxed, calm, carefree","crack under pressure, thrive under pressure","Under (giới từ: ở dưới, chịu ảnh hưởng) + Pressure (danh từ: áp lực, sức ép, bắt nguồn từ gốc Latin 'pressura' - sự nén/ép).","Neutral - Phổ biến trong đời sống hàng ngày, môi trường công sở, báo chí và nghiên cứu tâm lý."
deal with,,/diːl wɪð/,[sound:dealwith.mp3],"giải quyết, xử lý",We need to {{c1::deal with}} this customer complaint immediately.,"Hành động giải quyết một vấn đề, nhiệm vụ hoặc tương tác với ai đó.",To take action to solve a problem or handle a situation.,"deal with issues, deal with stress, deal with complaints","Syn: handle, tackle, manage | Ant: ignore, neglect",deal a blow to,deal (động từ: chia/xử lý) + with (giới từ: với).,Neutral - Cụm động từ phổ biến trong công việc và đời sống.
